GarageArea,FullBath,Fireplaces,MasVnrArea,BsmtFinSF1,LotFrontage
0,1,0,0.0,0,52.0
576,1,0,0.0,732,82.0
440,2,1,456.0,436,69.0
683,2,1,0.0,281,66.0
546,3,1,0.0,1231,69.0
400,2,0,182.0,655,59.0
315,2,1,320.0,196,78.0
495,1,0,0.0,788,78.0
889,2,1,921.0,0,79.0
576,1,0,0.0,220,60.0
508,2,1,215.0,994,75.0
680,2,1,84.0,0,92.0
480,1,1,180.0,578,69.0
280,1,1,0.0,0,50.0
440,1,1,0.0,300,70.0
330,1,1,0.0,0,78.0
402,2,0,425.0,883,69.0
440,2,1,145.0,16,43.0
528,2,0,44.0,756,89.0
484,2,0,0.0,604,24.0
804,2,2,705.0,1282,69.0
898,2,1,72.0,0,74.0
240,1,0,0.0,570,57.0
280,2,0,142.0,0,21.0
576,1,0,0.0,234,60.0
180,1,0,0.0,0,50.0
540,2,1,312.0,1110,69.0
430,2,1,16.0,16,43.0
498,1,1,650.0,1213,74.0
240,2,0,0.0,0,50.0
452,2,1,0.0,0,69.0
506,2,0,120.0,426,76.0
477,3,1,74.0,0,78.0
484,2,1,0.0,936,80.0
480,2,0,0.0,239,69.0
342,1,1,0.0,0,57.0
648,2,1,0.0,1154,53.0
338,1,0,0.0,504,80.0
830,2,0,186.0,0,92.0
552,2,0,72.0,936,72.0
520,2,2,0.0,493,60.0
603,2,0,0.0,462,79.0
516,2,0,0.0,660,69.0
462,1,1,0.0,285,24.0
420,2,0,0.0,440,107.0
576,1,0,0.0,0,60.0
434,2,1,0.0,0,41.0
738,2,1,216.0,1170,74.0
871,2,0,0.0,284,82.0
495,2,1,252.0,416,69.0
492,2,0,0.0,700,95.0
270,1,0,132.0,991,80.0
180,1,1,0.0,0,60.0
478,2,1,163.0,0,69.0
740,2,0,0.0,0,94.0
275,1,0,0.0,210,55.0
200,1,0,0.0,203,45.0
0,1,0,0.0,288,69.0
894,0,1,0.0,1810,68.0
866,2,1,436.0,1400,107.0
420,2,1,650.0,0,93.0
560,2,0,0.0,0,60.0
312,1,1,0.0,419,69.0
550,2,2,0.0,865,69.0
288,1,0,0.0,0,69.0
468,2,2,0.0,0,51.0
240,1,1,206.0,336,60.0
528,1,0,0.0,144,100.0
582,2,0,0.0,616,41.0
422,2,0,42.0,742,69.0
309,2,0,108.0,270,85.0
327,1,0,0.0,285,50.0
264,1,0,408.0,309,21.0
450,1,0,0.0,980,60.0
660,2,0,0.0,408,60.0
440,2,1,513.0,420,69.0
312,1,1,0.0,0,65.0
518,2,2,0.0,125,69.0
492,1,1,46.0,506,88.0
440,1,0,0.0,716,120.0
525,1,0,80.0,459,35.0
588,1,1,472.0,1218,62.0
312,1,0,189.0,593,69.0
936,2,1,0.0,0,85.0
440,2,0,0.0,559,53.0
522,2,1,0.0,0,69.0
520,2,1,0.0,664,60.0
287,1,0,0.0,0,69.0
433,1,1,0.0,662,76.0
180,1,0,0.0,209,51.0
240,1,0,0.0,0,60.0
0,2,0,250.0,945,35.0
936,1,0,0.0,0,60.0
480,1,0,0.0,637,75.0
240,1,1,0.0,326,74.0
497,2,0,0.0,611,69.0
234,1,1,0.0,275,75.0
388,2,1,0.0,724,60.0
380,2,2,0.0,428,78.0
577,2,0,183.0,679,78.0
400,2,0,0.0,0,69.0
676,2,1,975.0,854,98.0
795,2,1,0.0,1036,174.0
440,1,0,0.0,0,60.0
505,2,1,299.0,392,83.0
539,2,1,34.0,795,69.0
462,2,1,0.0,0,63.0
500,1,2,0.0,786,38.0
288,1,0,135.0,570,75.0
544,2,0,120.0,340,70.0
398,2,0,0.0,617,50.0
436,2,0,0.0,442,60.0
440,2,0,0.0,0,69.0
564,3,2,184.0,790,80.0
583,2,1,0.0,975,75.0
432,1,0,0.0,538,69.0
501,2,2,0.0,985,69.0
499,2,1,0.0,1158,40.0
454,1,1,0.0,306,102.0
438,2,0,16.0,16,43.0
650,2,1,0.0,738,69.0
460,2,1,0.0,978,80.0
792,2,1,220.0,984,77.0
336,1,1,0.0,553,65.0
672,2,1,0.0,0,60.0
300,1,0,0.0,641,60.0
0,2,0,0.0,0,94.0
748,2,1,178.0,0,69.0
0,2,0,270.0,133,92.0
288,1,0,0.0,280,80.0
691,2,1,554.0,1314,91.0
588,2,0,0.0,920,90.0
451,2,1,318.0,0,93.0
0,1,0,0.0,0,56.0
525,2,0,148.0,776,80.0
1025,2,1,0.0,0,75.0
442,1,1,351.0,0,70.0
408,1,0,41.0,0,69.0
484,2,0,0.0,532,61.0
264,2,1,0.0,0,55.0
364,1,2,164.0,674,80.0
544,2,1,209.0,822,85.0
396,1,1,0.0,319,60.0
432,2,1,0.0,0,69.0
397,2,1,92.0,0,60.0
514,2,1,0.0,1443,69.0
476,2,1,130.0,0,70.0
576,1,0,0.0,282,69.0
180,1,2,0.0,0,55.0
299,1,1,0.0,895,69.0
281,1,0,0.0,182,55.0
564,1,2,97.0,328,96.0
862,2,1,42.0,1039,107.0
308,1,1,0.0,0,60.0
720,1,1,0.0,821,60.0
834,2,1,594.0,719,95.0
432,1,1,480.0,297,69.0
765,2,1,584.0,1260,85.0
299,1,0,143.0,371,80.0
527,2,1,338.0,919,59.0
490,1,1,318.0,319,70.0
264,1,0,0.0,588,69.0
420,2,1,68.0,310,69.0
451,1,0,0.0,1024,60.0
396,2,1,0.0,0,66.0
511,2,0,0.0,266,34.0
539,2,0,108.0,0,65.0
672,1,0,0.0,1148,70.0
440,2,1,92.0,226,70.0
0,1,1,0.0,0,21.0
349,1,1,0.0,0,40.0
294,1,0,0.0,0,69.0
409,2,1,0.0,0,69.0
308,1,0,0.0,0,60.0
264,2,1,288.0,540,69.0
496,2,1,42.0,394,80.0
576,1,0,0.0,814,66.0
954,2,0,0.0,0,83.0
240,1,1,0.0,368,79.0
538,2,3,0.0,1410,75.0
531,2,1,108.0,990,69.0
0,1,0,0.0,696,50.0
660,1,0,0.0,375,60.0
702,2,1,215.0,1059,90.0
366,1,0,0.0,108,85.0
286,1,0,0.0,812,75.0
240,1,0,0.0,0,51.0
461,1,0,0.0,698,70.0
441,1,0,0.0,298,78.0
484,2,1,240.0,659,43.0
642,2,1,285.0,0,69.0
504,1,0,90.0,975,78.0
440,2,0,0.0,0,80.0
440,2,1,0.0,570,78.0
440,2,1,0.0,0,103.0
440,2,1,101.0,643,84.0
565,1,1,0.0,1036,69.0
312,1,0,220.0,0,73.0
834,1,1,350.0,1445,88.0
280,1,0,31.0,450,69.0
240,1,0,0.0,312,60.0
560,2,1,0.0,690,71.0
816,1,0,0.0,816,60.0
450,1,1,0.0,492,109.0
286,1,0,0.0,334,69.0
495,1,2,216.0,500,85.0
470,1,1,0.0,296,90.0
0,2,0,0.0,0,60.0
645,2,0,573.0,739,69.0
352,1,1,212.0,733,69.0
693,2,0,0.0,1216,69.0
480,1,1,200.0,740,69.0
429,2,0,0.0,0,105.0
463,2,1,16.0,0,60.0
180,2,0,0.0,0,60.0
856,2,1,673.0,1163,82.0
484,2,0,266.0,946,65.0
539,1,2,0.0,539,69.0
566,2,1,0.0,626,60.0
576,1,0,0.0,899,88.0
532,2,0,113.0,810,70.0
300,1,1,0.0,523,69.0
588,1,0,0.0,819,37.0
478,2,1,196.0,690,73.0
400,2,0,567.0,220,95.0
528,1,1,320.0,916,80.0
252,2,2,0.0,275,66.0
598,2,0,442.0,0,48.0
504,1,1,174.0,751,69.0
305,1,0,0.0,384,51.0
473,2,2,0.0,641,75.0
726,2,2,664.0,1016,110.0
539,1,0,0.0,152,52.0
400,2,1,0.0,24,65.0
666,2,1,466.0,0,82.0
672,1,0,180.0,936,60.0
216,1,0,0.0,0,66.0
632,2,0,84.0,684,64.0
461,1,0,0.0,138,70.0
440,2,0,304.0,0,24.0
500,2,0,0.0,0,99.0
556,2,1,246.0,1153,60.0
412,2,0,320.0,866,32.0
360,2,1,0.0,141,60.0
420,1,1,147.0,697,69.0
541,2,0,244.0,1400,70.0
480,1,0,203.0,600,85.0
432,2,1,0.0,0,73.0
528,2,0,0.0,0,64.0
590,2,1,0.0,728,69.0
502,2,1,171.0,370,48.0
865,2,0,240.0,20,86.0
0,1,0,0.0,329,40.0
840,2,1,306.0,0,91.0
432,2,1,0.0,425,71.0
736,2,1,280.0,546,74.0
352,1,1,255.0,631,72.0
525,2,0,82.0,547,35.0
303,1,3,0.0,379,69.0
400,2,0,0.0,156,69.0
853,3,1,380.0,0,101.0
420,1,0,0.0,0,60.0
492,1,2,288.0,454,69.0
480,2,0,0.0,0,30.0
746,2,1,0.0,0,89.0
0,1,1,0.0,290,63.0
420,1,0,170.0,686,37.0
578,3,0,0.0,0,84.0
576,1,0,0.0,417,70.0
682,1,1,0.0,1153,41.0
490,2,0,0.0,641,69.0
530,2,0,0.0,16,59.0
288,1,2,70.0,650,75.0
527,2,1,100.0,0,70.0
499,2,0,0.0,1196,41.0
576,1,0,0.0,505,69.0
864,1,1,0.0,0,65.0
520,2,0,0.0,0,65.0
280,1,1,0.0,0,57.0
0,1,0,0.0,0,153.0
352,1,1,161.0,185,69.0
995,1,2,226.0,1159,50.0
573,2,0,0.0,0,129.0
492,2,0,423.0,484,82.0
384,1,0,0.0,180,99.0
430,2,1,16.0,24,43.0
554,2,0,256.0,0,91.0
774,2,1,426.0,1336,96.0
564,2,1,616.0,28,63.0
841,3,1,603.0,1416,47.0
288,1,1,0.0,690,67.0
487,2,2,309.0,445,88.0
523,2,0,116.0,505,70.0
0,1,0,0.0,0,50.0
572,1,2,0.0,353,69.0
528,2,0,76.0,0,40.0
352,2,0,84.0,40,69.0
484,1,0,0.0,0,63.0
526,1,1,0.0,778,85.0
264,1,0,0.0,0,50.0
542,2,1,0.0,1104,80.0
440,2,1,0.0,24,78.0
576,2,2,0.0,622,65.0
572,1,0,0.0,167,60.0
216,1,1,0.0,0,55.0
660,2,1,130.0,0,53.0
